Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,
AND,1992-01-01,1992-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1992,1992,SLC,59.1005887729,E
AND,1993-01-01,1993-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1993,1993,SLC,61.7821246464,E
AND,1994-01-01,1994-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1994,1994,SLC,64.1791735916,E
AND,1995-01-01,1995-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1995,1995,SLC,67.3452155391,E
AND,1996-01-01,1996-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1996,1996,SLC,69.1974072872,E
AND,1997-01-01,1997-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1997,1997,SLC,70.7392305180,E
AND,1998-01-01,1998-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1998,1998,SLC,71.8000080814,E
AND,1999-01-01,1999-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1999,1999,SLC,73.7615672881,E
AND,2000-01-01,2000-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2000,2000,SLC,76.8017985191,E
AND,2001-01-01,2001-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2001,2001,SLC,79.1680150547,E
AND,2002-01-01,2002-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2002,2002,SLC,81.7327001183,E
AND,2003-01-01,2003-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2003,2003,SLC,84.3296935333,E
AND,2004-01-01,2004-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2004,2004,SLC,86.8952550895,E
AND,2005-01-01,2005-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2005,2005,SLC,89.8466912183,E
AND,2006-01-01,2006-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2006,2006,SLC,92.9525200081,E
AND,2007-01-01,2007-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2007,2007,SLC,95.9374113419,E
AND,2008-01-01,2008-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2008,2008,SLC,98.1195523872,E
AND,2009-01-01,2009-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2009,2009,SLC,98.2489627880,E
AND,2010-01-01,2010-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2010,2010,SLC,98.6169202704,E
AND,2011-01-01,2011-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2011,2011,SLC,98.8111332215,E
AND,2012-01-01,2012-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2012,2012,SLC,98.9831805297,E
AND,2013-01-01,2013-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2013,2013,SLC,99.4273289536,E
AND,2014-01-01,2014-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2014,2014,SLC,99.3439733357,E
AND,2015-01-01,2015-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2015,2015,SLC,100.0000000000,E
AND,2016-01-01,2016-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2016,2016,SLC,100.3479615575,E
AND,2017-01-01,2017-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2017,2017,SLC,101.4883200538,E
AND,2018-01-01,2018-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2018,2018,SLC,102.5157920376,E
AND,2019-01-01,2019-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2019,2019,SLC,103.9266760794,E
AND,2020-01-01,2020-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2020,2020,SLC,105.0890726833,E
AND,2021-01-01,2021-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2021,2021,SLC,107.7682081937,E
AND,2022-01-01,2022-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2022,2022,SLC,112.3373650674,E
AND,1970-01-01,1970-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1970,1970,USD,11.1040388371,E
AND,1971-01-01,1971-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1971,1971,USD,12.0668572642,E
AND,1972-01-01,1972-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1972,1972,USD,14.1535947011,E
AND,1973-01-01,1973-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1973,1973,USD,17.4641692985,E
AND,1974-01-01,1974-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1974,1974,USD,20.4501868732,E
AND,1975-01-01,1975-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1975,1975,USD,23.9984032239,E
AND,1976-01-01,1976-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1976,1976,USD,23.9877697331,E
AND,1977-01-01,1977-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1977,1977,USD,26.0672406234,E
AND,1978-01-01,1978-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1978,1978,USD,31.1556190514,E
AND,1979-01-01,1979-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1979,1979,USD,41.6099583130,E
AND,1980-01-01,1980-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1980,1980,USD,44.1561128782,E
AND,1981-01-01,1981-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1981,1981,USD,38.5296328182,E
AND,1982-01-01,1982-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1982,1982,USD,36.7767830637,E
AND,1983-01-01,1983-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1983,1983,USD,31.5165906699,E
AND,1984-01-01,1984-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1984,1984,USD,31.1739397990,E
AND,1985-01-01,1985-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1985,1985,USD,32.0053525078,E
AND,1986-01-01,1986-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1986,1986,USD,43.0878325598,E
AND,1987-01-01,1987-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1987,1987,USD,51.7748843164,E
AND,1988-01-01,1988-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1988,1988,USD,58.1402837429,E
AND,1989-01-01,1989-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1989,1989,USD,61.1570402908,E
AND,1990-01-01,1990-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1990,1990,USD,76.2260611055,E
AND,1991-01-01,1991-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1991,1991,USD,79.9610830075,E
AND,1992-01-01,1992-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1992,1992,USD,86.6043398256,E
AND,1993-01-01,1993-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1993,1993,USD,72.8330644425,E
AND,1994-01-01,1994-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1994,1994,USD,71.8761317899,E
AND,1995-01-01,1995-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1995,1995,USD,81.0284796093,E
AND,1996-01-01,1996-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1996,1996,USD,81.9603859052,E
AND,1997-01-01,1997-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1997,1997,USD,72.4832925501,E
AND,1998-01-01,1998-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1998,1998,USD,72.1018737468,E
AND,1999-01-01,1999-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1999,1999,USD,70.8564303238,E
AND,2000-01-01,2000-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2000,2000,USD,63.8004208015,E
AND,2001-01-01,2001-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2001,2001,USD,63.8764308592,E
AND,2002-01-01,2002-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2002,2002,USD,69.3566476179,E
AND,2003-01-01,2003-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2003,2003,USD,85.8168079374,E
AND,2004-01-01,2004-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2004,2004,USD,97.2849397175,E
AND,2005-01-01,2005-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2005,2005,USD,100.7450061071,E
AND,2006-01-01,2006-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2006,2006,USD,105.1401072029,E
AND,2007-01-01,2007-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2007,2007,USD,118.3936311688,E
AND,2008-01-01,2008-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2008,2008,USD,129.5937468688,E
AND,2009-01-01,2009-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2009,2009,USD,123.0643536062,E
AND,2010-01-01,2010-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2010,2010,USD,117.7662729841,E
AND,2011-01-01,2011-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2011,2011,USD,123.8524961513,E
AND,2012-01-01,2012-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2012,2012,USD,114.6727553899,E
AND,2013-01-01,2013-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2013,2013,USD,119.0313340709,E
AND,2014-01-01,2014-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2014,2014,USD,118.8413573703,E
AND,2015-01-01,2015-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2015,2015,USD,100.0000000000,E
AND,2016-01-01,2016-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2016,2016,USD,100.0842069333,E
AND,2017-01-01,2017-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2017,2017,USD,103.3746993479,E
AND,2018-01-01,2018-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2018,2018,USD,109.1606828975,E
AND,2019-01-01,2019-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2019,2019,USD,104.9019472970,E
AND,2020-01-01,2020-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2020,2020,USD,108.2282259518,E
AND,2021-01-01,2021-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2021,2021,USD,114.9270778215,E
AND,2022-01-01,2022-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2022,2022,USD,106.5183902488,E
